ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000551.SZ,20260518,17.48,6.5035,10.0968,1.12,28.7259,24.9436,2.7826,2.0074,1.9892,0.4767,0.4767,48473.3046,48454.7202,31210.5938,847313.3644,846988.5091
000657.SZ,20260518,56.96,3.7476,6.0887,0.68,101.3451,65.5242,12.1479,7.3583,6.1067,0.2809,0.2809,227860.44,145292.5342,89428.7345,12978930.6624,8275862.748
002177.SZ,20260518,7.87,6.0743,6.3178,0.65,462.6785,366.4062,3.4918,101.7373,104.6286,0.0889,0.0889,76119.1294,67491.8963,64890.8583,599057.5484,531161.2239
002156.SZ,20260518,58.07,8.8818,11.8063,0.87,72.3117,60.9294,5.6281,3.1562,3.0066,0.0775,0.0775,151759.6912,151745.2222,114156.2483,8812685.268,8811845.0532
601998.SH,20260518,7.91,0.125,1.2912,1.06,6.2329,6.1813,0.5926,2.0716,2.0439,4.5537,4.5537,5564516.2264,4076299.9287,394686.191,44015323.3508,32243532.436
601939.SH,20260518,9.76,0.7108,1.027,0.77,7.5337,7.4689,0.7198,3.3549,3.264,6.0328,1.9037,26160038.1459,959365.7606,664036.519,255321972.304,9363409.8235
601166.SH,20260518,17.45,0.4211,0.5892,0.97,4.767,4.7647,0.4436,1.7359,1.7407,6.0745,9.3123,2116285.7293,2116285.7293,1512501.5964,36929185.9763,36929185.9763
600409.SH,20260518,7.22,2.2877,4.1989,0.87,166.4791,875.4847,1.0819,0.7915,0.8024,1.0111,1.0111,206434.9448,206434.9448,112473.3154,1490460.3015,1490460.3015
600490.SH,20260518,7.92,2.4805,3.2353,0.66,77.7278,76.8655,2.7536,5.1386,6.1267,,,221288.7079,199262.1386,152774.9664,1752606.5666,1578156.1377
600031.SH,20260518,19.39,1.3665,2.011,0.96,21.2048,21.1809,1.9684,1.9981,1.9332,3.4346,3.4346,919500.4437,847439.0037,575846.1263,17829113.6033,16431842.2817
600273.SH,20260518,7.82,2.0906,3.5343,1.3,10.3816,12.5747,1.0078,1.0074,0.9807,5.1978,5.1978,131130.9122,131130.9122,77565.6707,1025443.7334,1025443.7334
600435.SH,20260518,13.51,1.8589,3.0158,0.97,169.4038,167.9631,7.0345,4.8742,4.7831,0.1477,0.1477,151235.7749,151235.7749,93221.8179,2043195.3189,2043195.3189
688449.SH,20260518,67.77,7.3948,13.6687,1.11,219.2919,177.3141,16.1742,23.4899,21.6286,,,46000.0,29320.4135,15862.3913,3117420.0,1987044.4229
920006.BJ,20260518,19.75,1.2417,1.6877,0.38,224.3043,750.1554,5.674,15.8593,17.8674,0.557,0.557,9028.72,4779.7112,3516.5184,178317.22,94399.2962
920751.BJ,20260518,24.06,0.8204,1.3046,0.66,44.9502,44.0344,5.0506,9.0643,8.7996,1.2469,1.2469,8678.0,8306.7125,5223.7125,208792.68,199859.5028
920926.BJ,20260518,14.03,0.6234,2.1203,1.05,44.5771,59.2479,4.4844,2.6249,2.6977,1.9528,1.9528,8836.1737,8018.2379,2357.6617,123971.517,112495.8777
920976.BJ,20260518,29.42,1.5447,2.4275,0.82,31.0052,32.1384,7.146,6.9067,6.8042,2.3793,2.7192,7095.34,4411.96,2807.4562,208744.9028,129799.8632
301613.SZ,20260518,44.96,1.7723,2.3858,0.58,28.1111,27.5007,3.8246,2.113,1.9557,1.4828,1.4828,14384.1247,8390.1247,6232.5124,646710.2465,377220.0065
603262.SH,20260518,26.56,2.8349,2.8349,1.06,79.469,93.182,6.7657,9.7199,9.9467,,,40001.0,4000.8,4000.8,1062426.56,106261.248
920016.BJ,20260518,16.32,1.2716,1.4204,0.75,65.6207,58.1426,3.2187,5.2437,4.786,0.4289,0.4289,7698.1929,3423.7218,3065.2576,125634.5081,55875.1398
001338.SZ,20260518,11.81,3.5497,7.3215,2.12,25.0331,29.7916,1.5847,1.5089,1.5394,2.5402,2.5402,50173.0834,50173.0834,24325.2607,592544.115,592544.115
603312.SH,20260518,39.21,2.8555,2.8555,0.88,24.0514,25.2189,3.4025,2.2552,2.4036,2.9251,2.9251,15999.95,5091.95,5091.95,627358.0395,199655.3595
688758.SH,20260518,19.48,0.9617,1.5867,0.57,64.1134,58.6549,5.8519,20.1342,18.7353,0.3439,0.3439,41646.4084,29818.3672,18074.0239,811272.0356,580861.7931
301398.SZ,20260518,44.67,3.7598,4.1822,0.74,108.7409,372.8773,4.5393,11.6663,11.0471,0.5996,0.5996,11200.0,3721.9,3346.0,500304.0,166257.273
001391.SZ,20260518,5.37,1.3323,1.3323,0.57,25.3654,26.4583,2.4006,2.8657,2.8609,1.2104,1.2104,1220888.1225,151935.402,151935.402,6556169.2178,815893.1087
920576.BJ,20260518,70.78,2.4924,9.8106,0.85,379.7017,622.2101,17.2429,14.7339,15.7011,0.2826,0.2826,10895.0,10688.0154,2715.3154,771148.1,756497.73
920274.BJ,20260518,22.8,2.7482,8.7944,0.45,100.5949,87.4149,3.7047,2.99,2.9131,0.4336,0.4336,8133.3334,8133.3334,2541.6586,185440.0015,185440.0015
920438.BJ,20260518,64.56,6.559,10.6793,0.68,317.4559,290.5803,9.5467,17.0282,16.2457,0.1504,0.1504,14547.5,13939.405,8561.25,939186.6,899927.9868
920504.BJ,20260518,20.63,2.0234,2.4976,1.55,59.9383,58.927,4.5209,7.4614,7.2528,0.2424,0.9695,4333.31,1709.1905,1384.6905,89396.1853,35260.6
301356.SZ,20260518,24.9,3.0444,7.1018,1.17,63.842,56.3569,1.7991,3.4781,3.6172,,,21600.0,12669.75,5431.242,537840.0,315476.775
603049.SH,20260518,46.83,2.3232,2.3232,0.9,9.874,9.7146,1.6024,0.9109,0.8999,2.776,2.776,87448.5598,8744.856,8744.856,4095216.0554,409521.6065
688347.SH,20260518,147.8,6.0836,6.9017,0.91,681.9286,520.5038,5.6759,14.8525,14.2645,,,173763.2693,40775.0,35941.5751,25682211.2025,6026545.0
603257.SH,20260518,64.79,6.3771,6.3771,0.6,48.1917,39.0759,3.0287,3.9518,3.9025,0.7717,0.7717,12000.0,2490.0,2490.0,777480.0,161327.1
603391.SH,20260518,64.41,3.9427,3.9427,0.9,25.9456,29.8998,2.5832,5.1507,5.6415,1.9407,1.9407,9100.0,2275.0,2275.0,586131.0,146532.75
001279.SZ,20260518,32.7,3.8491,3.8491,0.49,97.757,132.9938,5.1376,3.5294,3.405,0.5734,0.5734,16000.0,4000.0,4000.0,523200.0,130800.0
920455.BJ,20260518,7.57,0.9282,1.601,1.1,49.334,48.5818,4.0964,8.3289,7.8227,2.3778,1.8494,17745.0,9376.2442,5435.9294,134329.65,70978.1686
601033.SH,20260518,14.98,1.7533,1.7533,0.74,15.6668,14.9585,1.2853,3.1449,3.0038,4.0053,4.2056,90000.0,24000.0,24000.0,1348200.0,359520.0
001335.SZ,20260518,48.49,4.5225,4.5225,0.84,58.4088,57.8761,4.5825,3.4624,3.3819,0.3093,0.3093,9373.956,2554.403,2554.403,454543.1264,123863.0015
688203.SH,20260518,14.32,1.5367,2.813,0.69,294.1984,271.8125,1.9678,3.4077,3.1758,0.4164,0.4164,20267.8068,20267.8068,11071.9813,290234.9934,290234.9934
301025.SZ,20260518,11.09,1.7306,4.115,0.7,507.2284,398.6215,7.1141,12.7233,12.9125,0.2705,0.2705,40030.94,27715.074,11655.9001,443943.1246,307360.1707
605598.SH,20260518,56.22,1.6856,5.4603,0.5,208.23,402.9376,7.9737,8.7058,8.7994,0.2041,0.2041,24301.6809,24301.6809,7501.6809,1366240.5002,1366240.5002
688351.SH,20260518,26.23,1.3137,4.415,0.61,241.6461,198.1465,6.8299,26.5726,25.3801,,,47060.0,47060.0,14003.168,1234383.8,1234383.8
688046.SH,20260518,21.2,1.0893,2.2203,0.69,60.938,54.4065,3.8141,10.9555,10.4646,0.6587,0.6587,41000.0,41000.0,20115.5259,869200.0,869200.0
688353.SH,20260518,100.94,2.331,5.1366,0.68,1214.4868,104.9837,4.5639,18.5165,15.6256,,,15950.0,15950.0,7238.0532,1609993.0,1609993.0
688455.SH,20260518,22.16,5.1131,11.3547,1.95,122.2528,123.9928,4.0454,1.6282,1.5516,,,16803.0666,16803.0666,7566.5148,372355.9559,372355.9559
301520.SZ,20260518,41.52,2.1298,2.1298,0.65,75.972,113.8,1.8263,10.0955,11.8458,0.8408,,6666.6667,2347.1717,2347.1717,276800.0014,97454.569
001319.SZ,20260518,24.37,3.1656,4.1733,1.0,24.4674,24.7233,2.445,2.7726,2.6569,1.6003,1.6003,14140.0,8200.0075,6220.01,344591.8,199834.1828
001331.SZ,20260518,56.97,3.4609,7.7033,0.84,873.4712,,10.9334,2.9061,3.1246,,,28224.0,19712.7,8856.5432,1607921.28,1123032.519
301055.SZ,20260518,37.4,5.1255,12.017,0.79,105.9591,81.8991,8.3268,5.7099,5.4428,0.3115,0.3115,15600.0,15600.0,6653.76,583440.0,583440.0
301022.SZ,20260518,31.16,5.618,6.4798,1.14,58.7811,92.6783,2.2114,3.7548,3.6987,0.8202,0.8202,9948.4126,6718.5938,5825.1171,309992.5366,209351.3828
001256.SZ,20260518,25.89,5.2231,11.6872,1.47,27.7584,25.5589,2.8151,6.8961,6.6252,0.7684,0.7684,14261.2558,10691.2558,4778.008,369223.9127,276796.6127
001223.SZ,20260518,67.0,7.8114,16.6858,1.18,153.0884,201.1463,3.2448,6.5433,6.1786,0.1599,0.1599,9335.2,4988.2,2335.2,625458.4,334209.4
301377.SZ,20260518,253.68,9.9379,11.2876,1.39,240.6803,167.8942,38.4945,48.6892,41.1808,0.2671,0.3536,41141.2934,7243.6934,6377.5127,10436723.3097,1837580.1417
688371.SH,20260518,35.9,5.0046,12.4066,1.02,398.652,4484.2887,6.1616,22.7593,24.1178,,,33547.2356,33547.2356,13532.3022,1204345.758,1204345.758
605167.SH,20260518,19.27,1.1997,2.9966,0.84,39.599,40.0325,4.2019,3.3016,3.5557,0.5796,0.5796,44909.9304,44909.9304,17980.4691,865414.3588,865414.3588
601022.SH,20260518,8.44,0.5509,2.8995,0.8,16.8858,17.8547,1.7591,1.8084,1.7518,2.5355,2.5355,130863.3334,130863.3334,24863.3334,1104486.5339,1104486.5339
301297.SZ,20260518,51.28,9.3655,20.8585,1.12,94.6253,80.9551,7.0263,13.2951,11.1758,0.1065,0.3113,74318.7598,36297.7781,16297.7781,3811066.0025,1861350.061
301057.SZ,20260518,30.13,2.0327,3.0974,0.74,100.3683,90.1151,4.4884,3.7051,3.5664,0.6564,0.6564,11696.9438,8101.7288,5316.7763,352428.9167,244105.0887
920580.BJ,20260518,15.28,23.4058,33.124,1.27,74.2573,63.5399,3.787,9.424,8.6771,0.4581,0.4581,8600.0,5476.3074,3869.621,131408.0,83677.9771
603291.SH,20260518,12.35,0.7462,3.3589,0.44,51.5736,50.4028,2.8622,4.739,4.9078,1.2146,1.2146,42322.0604,42322.0604,9401.7071,522677.4459,522677.4459
001333.SZ,20260518,27.0,32.5409,32.5409,2.73,29.8372,30.0858,1.9469,2.1131,2.1132,1.3333,1.3333,12800.0,4400.0,4400.0,345600.0,118800.0
301503.SZ,20260518,36.12,2.3325,2.9575,0.74,27.1676,34.631,2.6334,1.85,1.7521,2.6301,2.6301,8000.0,3248.0,2561.6,288960.0,117317.76
301192.SZ,20260518,27.15,4.901,7.0145,1.25,50.5362,49.2882,4.155,5.8127,5.7243,0.9208,,9990.0,4786.875,3344.5817,271228.5,129963.6563
301202.SZ,20260518,43.03,4.5369,4.8785,0.7,87.5725,91.2489,4.8292,4.6858,4.457,1.3944,1.3944,13640.0,3713.75,3453.75,586929.2,159802.6625
603307.SH,20260518,44.14,1.1106,4.3771,0.83,27.514,26.89,2.0787,3.5391,3.4207,2.2589,2.2589,6807.7,6700.0,1700.0,300491.878,295738.0
688075.SH,20260518,36.09,0.5666,2.1838,1.13,66.0665,183.2247,0.8905,10.1637,11.2645,2.2167,2.2167,12708.2805,12708.2805,3297.0805,458641.8432,458641.8432
301310.SZ,20260518,43.44,11.3528,11.3528,0.49,44.7078,43.8736,2.5057,1.5689,1.4414,1.3753,1.3753,13655.444,4371.666,4371.666,593192.4874,189905.171
301295.SZ,20260518,50.34,6.5695,6.5695,0.75,224.998,146.6437,5.1966,7.1893,6.8114,0.4768,0.4768,10080.0,2940.0,2940.0,507427.2,147999.6
001206.SZ,20260518,17.89,2.3421,3.1587,1.07,18.0732,21.1206,1.8279,1.9719,2.0739,3.3965,4.2213,18489.3808,10686.4458,7923.7931,330775.0225,191180.5154
605507.SH,20260518,22.63,0.6779,1.4801,1.24,15.4068,16.4992,1.4513,2.1037,2.0758,2.6492,2.6492,55882.35,55882.35,25596.3217,1264617.5805,1264617.5805
688578.SH,20260518,89.95,1.1754,2.2853,0.99,18.4904,16.7633,5.2271,7.8031,7.1354,0.8894,0.8894,45000.0,45000.0,23145.536,4047750.0,4047750.0
688308.SH,20260518,113.08,5.7873,8.8578,0.69,173.2935,59.8816,6.3385,12.3198,9.9762,0.1316,0.1316,15878.1708,15878.1708,10374.1772,1795503.5541,1795503.5541
688575.SH,20260518,12.19,0.6828,1.2641,0.6,298.4164,223.6508,2.5673,3.8469,3.8898,1.7198,1.7198,57138.83,57138.83,30864.1053,696522.3377,696522.3377
688330.SH,20260518,40.15,0.9185,1.7898,0.58,8.8158,8.9095,1.2801,8.6427,9.9398,0.8389,0.8389,14000.0,14000.0,7184.3479,562100.0,562100.0
688378.SH,20260518,49.76,3.7405,5.133,1.06,179.9339,102.4715,6.3254,22.5492,19.7432,0.3952,0.3952,26142.5164,24096.0571,17558.9781,1300851.6161,1199019.8013
605296.SH,20260518,29.32,1.0035,8.1504,0.95,45.3916,,3.5954,2.8749,2.9579,1.3301,1.3301,52476.4418,51798.4418,6377.3461,1538609.2736,1518730.3136
688510.SH,20260518,33.53,2.2215,2.9254,0.7,85.3698,95.3175,7.0844,12.4922,12.5382,0.5939,,25952.2608,25952.2608,19708.3565,870179.3046,870179.3046
688618.SH,20260518,42.04,2.5,6.6915,0.5,128.776,170.6513,5.6105,12.9503,13.4009,0.3812,0.3812,11018.563,11004.7848,4111.5074,463220.3885,462641.153
688628.SH,20260518,96.4,9.0133,18.7372,1.97,71.247,63.8735,8.0484,8.826,8.2583,1.3418,1.3418,11176.7588,11176.7588,5376.4253,1077439.5483,1077439.5483
600905.SH,20260518,4.14,0.5417,1.1755,0.68,31.8633,51.2939,1.3192,4.1674,4.2697,1.6184,1.6184,2858765.0142,2858765.0142,1317439.8047,11835287.1588,11835287.1588
300946.SZ,20260518,53.73,2.9761,4.7388,0.8,227.4679,268.7089,7.0149,12.6874,12.4417,0.4381,0.4381,15600.78,7580.43,4760.73,838229.9094,407296.5039
688686.SH,20260518,133.3,3.1863,11.446,1.59,87.5177,84.7769,5.3157,12.8396,11.9919,0.187,0.4011,12223.5455,12223.5455,3402.7889,1629398.6152,1629398.6152
688689.SH,20260518,42.56,4.4849,12.8186,1.19,68.6587,59.5582,4.3445,5.2271,4.9946,0.5331,0.5331,12890.3899,12890.3899,4510.0352,548614.9941,548614.9941
688698.SH,20260518,76.94,5.0473,11.7892,1.49,62.6657,64.7226,6.8785,8.461,8.122,0.5392,0.5392,21402.2774,21402.2774,9162.9594,1646691.2232,1646691.2232
688677.SH,20260518,123.36,3.6004,5.4545,0.81,86.6093,86.3511,10.6818,24.5399,23.4662,0.4819,0.4819,11987.7,11987.7,7912.81,1478802.672,1478802.672
688678.SH,20260518,25.76,6.9019,10.352,0.91,188.0766,119.8501,4.4971,5.2652,4.7764,0.2497,0.2773,40310.6501,40310.6501,26876.1931,1038402.3466,1038402.3466
688668.SH,20260518,283.6,6.0847,11.2411,1.18,164.2123,147.4016,19.1989,24.8773,23.7023,0.2461,0.2461,13927.0606,13927.0606,7538.5317,3949714.3862,3949714.3862
688195.SH,20260518,349.09,3.7234,5.7046,0.64,639.4381,627.0092,44.3614,77.1161,70.1723,0.0199,,12935.0,12935.0,8442.7,4515479.15,4515479.15
688083.SH,20260518,60.79,4.4527,7.8312,2.43,497.1117,339.1173,3.9044,11.5436,11.2696,0.5852,0.5852,16964.6246,16964.6246,9645.7169,1031279.5294,1031279.5294
688129.SH,20260518,29.78,2.4026,6.907,1.94,35.6717,35.115,3.472,5.4137,5.3977,0.4648,0.4648,12047.88,12047.88,4190.88,358785.8664,358785.8664
301380.SZ,20260518,35.92,2.0345,3.6223,0.7,84.648,97.7125,4.821,3.325,3.2497,0.672,0.672,10139.2433,8073.8613,4534.852,364201.6193,290013.0979
688127.SH,20260518,98.59,2.6953,5.4317,0.92,102.92,84.6361,17.1366,26.0527,23.1088,0.2015,0.2015,40589.77,40589.77,20141.07,4001745.4243,4001745.4243
688608.SH,20260518,193.98,5.0524,7.4561,1.12,55.0897,66.4402,4.5766,9.2838,10.228,0.4391,0.4391,16869.3735,16869.3735,11431.1554,3272321.0715,3272321.0715
300964.SZ,20260518,87.25,14.4096,23.1999,1.0,209.7571,199.6988,6.5257,7.6029,7.0785,0.2292,0.2292,7632.8284,5600.9827,3478.8091,665964.2779,488685.7406
301011.SZ,20260518,19.06,1.8198,3.3582,1.41,42.6089,62.4172,3.0941,2.95,3.0477,0.9972,0.9972,15435.2959,14656.7359,7942.4559,294196.7399,279357.3863
300967.SZ,20260518,16.78,3.7634,5.7114,0.68,37.1527,,4.5076,2.5771,2.8999,1.1798,1.1798,18757.122,12479.3001,8222.9041,314744.5072,209402.6557
605289.SH,20260518,153.4,3.2426,6.4571,0.7,307.4877,193.3266,12.2757,8.8685,8.0005,,,10900.75,10833.75,5440.4,1672175.05,1661897.25
601696.SH,20260518,11.94,0.9371,1.7934,0.6,31.7323,29.446,1.7138,9.7843,9.318,0.3216,0.3216,277800.0,277800.0,145168.4209,3316932.0,3316932.0
002975.SZ,20260518,120.0,11.3575,13.8089,0.97,170.6879,107.2481,10.6125,13.6042,11.9064,0.0803,0.0601,20813.0736,13735.4039,11297.0259,2497568.832,1648248.468
601975.SH,20260518,4.74,6.4388,9.3003,0.69,16.9158,15.2084,1.8515,3.8121,3.6886,,,468034.4678,468034.4678,324032.6995,2218483.3774,2218483.3774
301020.SZ,20260518,23.76,1.2742,3.9842,0.78,39.3025,37.9364,3.4453,6.1938,6.0725,1.3047,1.3047,14640.0,14640.0,4682.0,347846.4,347846.4
688006.SH,20260518,34.22,5.6507,16.2182,2.34,56.0782,54.2662,3.7348,6.8933,6.533,0.5319,0.3624,60367.2152,60367.2152,21033.0574,2065766.1041,2065766.1041
688580.SH,20260518,61.15,1.7471,4.5356,0.68,42.4155,35.1893,3.3361,12.6563,12.3853,1.3074,1.3074,9577.1288,9577.1288,3689.1013,585641.4261,585641.4261
603948.SH,20260518,27.36,1.9099,6.9991,0.95,19.3326,19.0581,2.011,2.1608,2.1692,3.655,3.655,16248.9167,16248.9167,4433.9197,444570.3609,444570.3609
300816.SZ,20260518,95.4,6.505,8.8596,0.76,80.3,79.2015,7.9821,7.0592,6.5753,0.1455,0.0794,8000.0,5666.8571,4160.7854,763200.0,540618.1673
002972.SZ,20260518,12.95,3.0628,4.0656,0.84,36.4365,34.3653,2.5956,8.4022,8.1502,2.3056,2.3056,24600.88,13464.6315,10143.6686,318581.396,174366.9779
603290.SH,20260518,123.6,5.3591,11.3981,0.77,73.0416,90.1978,4.2502,7.3769,7.4796,0.5146,0.5146,23947.3466,23947.3466,11259.3975,2959892.0398,2959892.0398
601609.SH,20260518,13.38,7.034,14.144,0.72,30.7384,29.9634,2.2855,0.1849,0.1723,0.6911,0.6911,172863.8193,172863.8193,85967.75,2312917.9022,2312917.9022
002971.SZ,20260518,40.63,22.8194,31.039,2.0,142.6074,161.7897,4.7602,5.1703,5.0567,0.491,0.2455,21175.5,15640.135,11498.4015,860360.565,635458.6851
300809.SZ,20260518,39.04,9.4688,12.1995,1.25,48.9647,51.726,5.4093,18.2189,18.9719,0.3074,0.3074,25353.92,15056.9504,11686.6672,989817.0368,587823.3436
002955.SZ,20260518,24.78,2.126,3.7796,1.4,113.2788,622.7712,1.8246,1.8107,1.7536,5.1171,,23663.9912,19564.6852,11004.9055,586393.7019,484812.8993
603995.SH,20260518,18.71,1.7098,3.3071,1.24,12.4673,11.9746,1.1576,0.1604,0.1587,4.2523,4.2523,36561.8044,36561.8044,18903.0147,684071.3603,684071.3603
601963.SH,20260518,10.95,1.0243,3.019,1.5,7.0217,6.818,0.668,2.6269,2.5568,3.5016,3.5219,362575.0585,203402.9991,69012.885,3970196.8906,2227262.8401
003816.SZ,20260518,4.8,0.3304,1.9308,0.84,24.8218,25.5676,1.9258,3.2022,3.3672,1.9792,1.9792,5049878.3251,3933515.8251,673000.4376,24239415.9605,18880875.9605
603053.SH,20260518,10.04,0.6826,3.5926,1.69,18.5457,19.0355,1.7666,1.6679,1.6874,2.988,2.988,88889.0,88889.0,16889.0,892445.56,892445.56
300805.SZ,20260518,10.06,2.54,3.5632,0.92,123.0473,129.5755,2.7347,1.7155,1.6348,0.1987,0.1987,42444.2152,28835.1352,20555.4177,426988.8049,290081.4601
301223.SZ,20260518,18.49,0.8601,3.1551,0.99,23.2786,22.7755,1.1801,1.1275,1.0906,1.8811,1.8811,19312.756,19312.756,5264.48,357092.8584,357092.8584
002973.SZ,20260518,14.12,3.1571,6.3571,1.13,31.3699,38.169,2.2302,1.598,1.6374,0.7082,0.7082,40866.57,31765.3078,15775.3613,577035.9684,448526.1461
300797.SZ,20260518,15.52,0.7951,2.2116,0.83,38.1458,36.3923,4.4037,5.0435,4.8358,0.7733,0.7733,38272.821,37849.1865,13606.934,593994.1819,587419.3745
300796.SZ,20260518,8.37,1.7803,2.4852,1.33,125.5888,2875.1646,1.7614,1.9842,2.0789,,,36114.2872,36114.2872,25869.9004,302276.5839,302276.5839
002984.SZ,20260518,15.71,1.6235,1.8759,0.73,14.4735,16.7267,1.2032,1.8904,1.8847,3.7534,3.7534,103628.6871,71392.8824,61786.6642,1628006.6743,1121582.1825
300792.SZ,20260518,37.03,5.1151,9.1581,1.38,81.5707,77.6774,2.9874,8.177,8.4518,0.2701,0.3781,23694.273,21253.3673,11870.7514,877398.9292,787012.1911
002962.SZ,20260518,18.36,7.7499,8.9875,0.57,144.2157,177.9794,3.0179,4.5458,4.3927,1.0781,1.0781,29166.5352,20918.4005,18037.9353,535497.5863,384061.8332
002933.SZ,20260518,30.41,1.4566,2.3138,0.82,90.4021,133.8586,2.3198,8.6294,9.1573,0.0658,0.0658,11735.0,11674.3683,7349.4725,356861.35,355017.54
601949.SH,20260518,5.55,0.5288,2.3065,0.85,16.3274,18.3633,1.0621,1.981,2.0293,1.8378,1.8378,190396.8054,190396.8054,43654.2902,1056702.27,1056702.27
603980.SH,20260518,6.23,3.1176,4.7357,1.41,77.6605,45.1838,1.0699,2.7671,2.6437,1.1236,1.1236,67683.336,67683.336,44556.4165,421667.1833,421667.1833
601619.SH,20260518,5.69,2.0113,3.3225,0.65,23.2049,27.3511,2.0802,6.6309,6.8126,2.5233,2.5233,291277.3884,243468.6235,147389.0992,1657368.34,1385336.4677
300660.SZ,20260518,47.74,4.2511,11.5412,1.79,71.4047,78.7498,5.962,5.1071,4.9458,0.793,0.793,44713.6548,44677.8567,16456.7998,2134629.8802,2132920.8789
603329.SH,20260518,11.42,1.5905,2.8907,0.9,75.0311,41.6808,1.9371,0.9811,0.9083,0.1668,0.1668,25005.1175,20638.3053,11355.2483,285558.4419,235689.4465
300651.SZ,20260518,28.65,27.8224,42.1412,1.61,66.4847,64.1224,3.6975,9.6706,9.36,0.4774,0.8264,14120.9688,10337.7265,6825.1481,404565.7561,296175.8642
002887.SZ,20260518,14.15,3.2302,6.3403,0.85,35.6587,32.0773,1.8179,9.1316,9.0906,1.7668,1.7668,30598.7641,21723.1141,11067.2521,432972.512,307382.0645
300715.SZ,20260518,16.29,10.0699,17.0546,1.39,301.9367,217.845,3.5087,2.5552,2.4956,,,37805.543,31295.8658,18478.6437,615852.2955,509809.6539
603809.SH,20260518,11.39,1.6958,2.4842,1.0,37.8219,37.8856,2.7788,3.8975,3.8015,1.2234,,92028.8807,92028.8807,62822.8762,1048208.9512,1048208.9512
300703.SZ,20260518,17.6,3.9362,5.7674,0.91,52.2771,150.6487,4.1086,1.4808,1.452,0.8523,0.8523,18039.184,16627.2458,11347.9458,317489.6384,292639.5261
300963.SZ,20260518,17.18,4.1504,6.6731,0.93,145.8663,130.6278,7.0176,8.6481,8.145,0.2287,,45864.0,33639.2154,20922.2351,787943.52,577921.7206
603933.SH,20260518,26.27,6.9157,18.8324,1.06,156.0071,96.7631,4.0721,2.4394,2.2741,0.2284,0.2284,20754.4575,20754.4575,7621.4575,545219.5985,545219.5985
300690.SZ,20260518,28.09,3.5219,4.4277,0.65,29.0838,30.8255,2.8669,4.6088,4.4517,0.7476,0.7476,16534.8919,11085.2758,8817.45,464465.1135,311385.3972
300680.SZ,20260518,42.86,5.3441,5.915,0.97,40.6158,40.704,4.7024,3.6887,3.7236,0.4651,0.4651,22771.6078,17583.814,15886.6344,975991.1103,753642.268
603683.SH,20260518,27.6,3.6122,5.3825,0.83,89.9669,83.6288,4.7521,3.7026,3.5514,0.3223,0.3223,29116.9857,28816.9497,19339.3557,803628.8053,795347.8117
603289.SH,20260518,11.51,4.7424,12.9553,1.0,37.1356,43.0586,2.2706,2.7999,2.7715,1.3031,1.3031,29339.2103,29339.2103,10739.8384,337694.3106,337694.3106
603535.SH,20260518,8.37,1.62,4.7482,0.6,111.4437,,1.7238,3.7905,4.0266,0.7265,,51091.8331,51091.8331,17431.5283,427638.643,427638.643
301153.SZ,20260518,20.62,1.2322,2.8825,0.79,72.7056,60.3417,4.0702,8.8631,8.7282,0.8588,0.7698,35566.452,33175.2348,14181.4135,733380.2402,684073.3416
603055.SH,20260518,8.41,1.7584,5.9224,2.59,14.0934,14.9797,1.3863,1.1685,1.1764,2.9719,2.9719,89029.3249,88705.0449,26336.7147,748736.6224,746009.4276
300611.SZ,20260518,25.29,3.079,3.5848,0.87,36.587,41.3055,4.1462,2.653,2.6142,0.4678,,21107.468,14830.298,12737.908,533807.8657,375058.2364
300626.SZ,20260518,32.5,5.9512,10.1838,0.76,589.0788,395.6664,10.9925,7.115,7.1559,,,18000.0,17990.1525,10513.0705,585000.0,584679.9563
603357.SH,20260518,7.18,1.0389,1.972,1.28,11.0056,13.4082,1.0085,1.5951,1.6935,4.8747,4.8747,56057.7909,56054.3253,29530.4853,402494.9387,402470.0557
002886.SZ,20260518,28.12,16.6804,22.5583,2.42,114.9318,103.8168,3.9957,3.6072,3.495,0.1494,0.1494,26320.3565,20907.8164,15459.9412,740128.4248,587927.7972
603063.SH,20260518,57.9,8.1908,9.9925,0.84,50.1058,55.8059,5.136,6.3838,6.7052,0.2039,0.2237,45953.919,45953.919,37668.149,2660731.9101,2660731.9101
603970.SH,20260518,12.6,0.6042,1.4992,0.71,19.6303,19.5185,2.0819,0.3013,0.2981,3.5714,3.5714,26880.0134,26880.0134,10832.6534,338688.1688,338688.1688
002749.SZ,20260518,12.0,0.3779,0.8565,1.02,17.9249,19.0519,2.9973,2.7204,2.7268,10.8565,5.8333,46635.855,45359.929,20013.6787,559630.26,544319.148
300492.SZ,20260518,47.3,1.2318,3.463,0.77,38.6625,38.684,36.4087,2.9092,2.8997,1.4415,1.1395,19668.1058,19668.1058,6995.9232,930301.4043,930301.4043
603025.SH,20260518,16.35,1.2278,5.6489,0.73,25.7103,23.4168,7.4142,6.0822,5.8616,2.1263,2.7523,111665.4773,110917.4773,24108.6369,1825730.5539,1813500.7539
002832.SZ,20260518,20.51,3.6163,4.4838,0.93,21.2554,19.3313,2.0433,2.7134,2.5725,2.5353,2.5353,57070.7084,38941.8284,31407.8634,1170520.2293,798696.9005
