ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
002495.SZ,20260518,2.64,2.82,3.4433,1.0,126.1891,125.4662,2.2308,9.9603,9.7853,0.2972,0.2972,93562.56,69391.8207,56829.6591,247005.1584,183194.4066
601336.SH,20260518,60.12,0.709,2.1049,0.63,5.1689,5.0822,1.5179,1.1889,1.2804,4.4245,4.4245,311954.66,208543.934,70249.7025,18754714.1592,12537661.3121
300115.SZ,20260518,38.75,7.6202,11.327,1.24,88.2626,96.2577,6.2089,2.8031,2.6977,0.3342,0.3342,136133.1883,135731.6641,91312.853,5275161.0466,5259601.9839
002478.SZ,20260518,8.06,2.7221,3.3294,0.64,15.0547,16.5779,1.1959,1.2321,1.2076,2.7096,2.7096,90080.4228,72272.3938,59089.8896,726048.2078,582515.494
002488.SZ,20260518,12.14,2.0307,2.6508,0.77,290.7483,211.8957,3.4836,3.156,3.0932,0.0816,0.0816,99543.9065,92008.3999,70485.3592,1208463.0249,1116981.9748
002595.SZ,20260518,57.35,0.5735,1.1658,1.02,27.7964,27.8469,5.6697,6.005,5.8013,0.4801,1.2025,116000.0,115197.862,56667.1172,6652600.0,6606597.3857
002484.SZ,20260518,53.35,9.1104,14.2322,1.44,67.2633,66.282,7.0616,8.2737,7.9462,0.4837,0.4837,85052.3941,82047.2265,52520.5277,4537545.2252,4377219.5338
002569.SZ,20260518,16.65,2.5446,3.002,0.63,276.4729,276.6413,60.3771,17.1199,16.2825,,,14401.0,14001.0,11867.624,239776.65,233116.65
300119.SZ,20260518,17.25,0.9392,1.1676,0.61,20.0169,20.4356,1.7318,2.359,2.3559,1.7032,2.2655,46475.4706,33363.577,26836.1572,801701.8679,575521.7033
300125.SZ,20260518,10.04,1.6579,2.3778,0.59,328.9485,170.7978,6.4006,53.5311,50.9757,,,66584.9987,36081.0352,25157.4999,668513.3869,362253.5934
300138.SZ,20260518,11.0,1.4992,1.6694,0.74,14.4064,14.9225,1.5306,0.8102,0.8212,1.1818,,48310.0093,39831.3292,35771.0914,531410.1023,438144.6212
300127.SZ,20260518,31.75,2.4461,5.2845,0.69,57.7295,53.4138,6.5415,11.9593,11.174,1.1024,1.1024,32314.636,23081.614,10684.3314,1025989.693,732841.2445
002472.SZ,20260518,44.11,6.9396,8.1145,1.66,29.7187,29.5294,3.638,4.1143,4.1005,0.9126,0.9126,84993.4492,74853.2166,64015.1887,3749061.0442,3301775.3842
002487.SZ,20260518,78.93,2.009,3.3295,0.76,45.6246,38.5144,5.8188,8.1537,7.2535,0.2103,0.2192,63774.9349,63092.0266,38068.336,5033755.6117,4979853.6595
002350.SZ,20260518,16.54,3.7188,6.0508,0.55,164.5237,446.9172,5.0072,4.1691,4.013,0.1711,0.1711,54233.1351,53055.0071,32606.9847,897016.0546,877529.8174
002096.SZ,20260518,10.56,0.5164,1.3885,0.92,16.5262,17.8237,1.6122,1.3323,1.3552,2.178,2.178,124044.077,124043.8661,46136.7697,1309905.4531,1309903.226
002097.SZ,20260518,9.51,1.5279,2.2544,0.67,121.428,146.2794,2.1819,1.398,1.3918,0.2103,0.2103,107461.7264,107262.9295,72696.7307,1021961.0181,1020070.4595
002103.SZ,20260518,7.72,1.6245,2.075,0.96,25.0647,26.6128,3.2826,1.5023,1.4647,,,53427.2953,38813.5588,30386.4845,412458.7197,299640.6739
601001.SH,20260518,18.5,1.7841,4.1934,1.51,16.9063,18.6773,1.5839,2.362,2.255,4.0811,4.0811,167370.0,167370.0,71206.7492,3096345.0,3096345.0
002060.SZ,20260518,3.72,1.4438,2.0253,0.54,12.5949,12.967,0.964,0.2026,0.204,3.7634,3.7634,375439.3242,156281.466,111412.052,1396634.286,581367.0535
002101.SZ,20260518,9.53,1.0505,2.1379,0.99,17.436,20.3691,0.7951,0.6867,0.6972,3.2921,3.2921,66282.3011,66221.2199,32539.8311,631670.3295,631088.2256
000001.SZ,20260518,10.86,0.4413,1.0494,0.9,4.9433,4.8943,0.4541,1.6034,1.5845,5.5066,5.5066,1940591.8198,1940560.0653,816048.1215,21074827.163,21074482.3092
000007.SZ,20260518,12.24,3.9447,5.9399,0.54,2200.3286,,23.6778,10.7155,9.9991,,,34644.8044,34644.8044,23007.4655,424052.4059,424052.4059
000009.SZ,20260518,7.84,0.8499,1.3716,0.7,99.5906,389.4199,2.016,0.8778,0.8427,0.3827,0.3827,257921.3965,257602.0465,159620.5683,2022103.7486,2019600.0446
000011.SZ,20260518,7.82,1.091,3.0712,0.6,137.54,2834.6307,1.3845,1.9555,1.9053,,,59597.9092,52647.5543,18702.6342,466055.6499,411703.8746
000012.SZ,20260518,3.71,0.9315,1.5345,0.58,89.8203,1011.8532,0.866,0.8228,0.8275,1.855,1.855,304246.8811,195931.6598,118935.415,1128755.9289,726906.4579
000017.SZ,20260518,5.88,1.7527,3.2263,0.96,98.5288,98.0267,10.3816,5.5069,5.7267,,,68918.4933,44082.1951,23947.6218,405240.7406,259203.3072
000019.SZ,20260518,7.05,2.7013,4.1532,0.65,33.4081,37.4722,1.6078,1.4759,1.4942,2.1277,2.1277,115253.5254,41620.6407,27070.6427,812537.3541,293425.5169
000020.SZ,20260518,13.49,2.4625,7.21,0.41,107.7808,110.0176,8.5974,4.4526,4.7847,,,28316.1227,18116.5391,6187.5497,381984.4952,244392.1125
000021.SZ,20260518,37.03,6.016,9.1449,0.62,51.3308,48.6229,4.3633,3.7019,3.6194,0.5086,0.5086,157427.258,157404.188,103548.3103,5829531.3637,5828677.0816
001872.SZ,20260518,22.25,0.1376,1.5391,0.86,11.9753,11.8692,0.8417,3.202,3.1665,3.3322,3.3322,248189.7185,230200.1755,20576.557,5522221.2366,5121953.9049
000025.SZ,20260518,15.29,0.897,1.9444,0.76,46.1334,46.4426,3.5436,4.5094,5.0174,0.654,0.654,43105.832,39277.832,18118.6699,659088.1713,600558.0513
000026.SZ,20260518,20.2,3.7175,6.7231,0.61,93.8689,76.5386,2.4122,2.3362,2.2936,1.9802,1.9802,40576.4007,36456.0733,20158.3406,819643.2941,736412.6807
000027.SZ,20260518,7.41,1.2288,4.9184,0.86,16.7601,17.6164,1.0537,0.8117,0.8086,2.0243,2.0243,475738.9916,475738.9916,118860.5028,3525225.9278,3525225.9278
000028.SZ,20260518,23.88,0.5522,1.524,0.78,11.7004,12.1334,0.7033,0.181,0.1822,1.5327,1.5327,55656.5077,47805.285,17321.0363,1329077.4039,1141590.2058
000029.SZ,20260518,29.82,1.5059,4.9163,0.68,301.8098,1277.8612,8.3488,20.3441,24.7235,,,101166.0,89166.0,27312.4294,3016770.12,2658930.12
000030.SZ,20260518,4.75,1.0664,3.8471,0.98,11.6267,12.3025,0.9572,0.4692,0.4659,3.1991,3.1991,171981.0845,167090.607,46318.9037,816910.1514,793680.3833
000034.SZ,20260518,41.57,6.2773,6.7051,0.8,57.7307,55.7357,2.6831,0.21,0.1979,0.6236,,72624.2617,60653.4173,56783.9722,3018990.5589,2521362.5572
600178.SH,20260518,10.1,0.813,1.6568,0.63,376.2976,,1.8554,0.824,0.8357,0.0495,0.0495,46647.6161,46647.6161,22888.3161,471140.9226,471140.9226
600179.SH,20260518,4.36,1.6567,2.8993,2.06,16.9886,16.7973,1.5237,2.0319,2.0145,,,423152.6979,386227.8495,220695.0288,1844945.7628,1683953.4238
600188.SH,20260518,22.04,1.2572,4.7852,1.4,26.3947,22.9811,2.8922,1.5263,1.4826,3.2671,3.2671,1003685.202,596135.202,156620.9149,22121221.8521,13138819.8521
600189.SH,20260518,9.0,2.335,4.1163,1.12,426.8769,321.646,5.2063,5.1168,4.9946,,,71519.7812,71519.7812,40570.6649,643678.0308,643678.0308
600191.SH,20260518,10.93,1.2364,2.6491,0.76,89.805,77.1326,3.086,8.4207,7.2535,,,48493.2,48493.2,22632.5707,530030.676,530030.676
600195.SH,20260518,7.09,0.8189,1.6712,0.89,42.2607,55.0643,1.2722,1.1669,1.1217,0.3244,0.3244,102114.826,102114.826,50037.0567,723994.1163,723994.1163
600196.SH,20260518,24.06,0.6692,1.1539,0.54,19.0623,18.4807,1.3073,1.5422,1.5184,1.3175,1.3175,267042.9325,211848.8825,122859.787,6425052.956,5097084.113
600197.SH,20260518,12.2,0.9545,1.6758,0.95,26.6794,32.6032,1.45,3.3518,3.7656,3.6885,3.6885,47317.4717,47317.4717,26951.109,577273.1547,577273.1547
600201.SH,20260518,14.25,6.1927,7.1475,1.46,158.2474,151.9312,2.9008,11.3451,11.3867,0.2086,0.2086,111174.7826,111174.7826,96323.32,1584240.6521,1584240.6521
600202.SH,20260518,6.36,2.6939,4.0835,0.99,333.6548,,3.0078,1.6007,1.625,0.1572,0.1572,38334.0672,38334.0672,25289.1287,243804.6674,243804.6674
600206.SH,20260518,30.62,9.1927,13.7383,0.7,97.8946,90.7373,5.966,2.7165,2.4318,0.356,0.356,84655.3332,84655.3332,56645.4964,2592146.3026,2592146.3026
600211.SH,20260518,41.2,1.0821,2.3927,0.73,14.1583,13.7276,3.405,4.4539,4.4369,4.5413,2.1383,32231.9196,32231.9196,14576.6768,1327955.0875,1327955.0875
600212.SH,20260518,7.19,2.8492,3.3143,0.69,303.8877,2357.0957,8.774,3.6367,3.3995,,,70415.0213,53118.0213,45664.4328,506284.0031,381918.5731
600216.SH,20260518,13.89,1.8197,2.9191,1.08,15.2936,17.7785,1.1883,1.5041,1.5151,2.6371,2.6371,96163.775,95138.9475,59306.9541,1335714.8348,1321479.9808
600218.SH,20260518,9.29,1.6644,2.5339,1.02,62.7776,61.499,1.2371,0.9202,0.9194,0.6459,0.8611,43559.9919,43559.9919,28611.6243,404672.3248,404672.3248
600219.SH,20260518,5.19,1.401,2.6406,0.75,12.5859,14.4219,1.1698,1.7216,1.7173,7.51,5.7611,1148370.1559,1148370.1559,609286.6479,5960041.1091,5960041.1091
600221.SH,20260518,1.51,0.8117,1.4028,0.74,32.9642,19.011,9.3837,0.953,0.9411,,,4321563.2535,4284551.4933,2479344.848,6525560.5128,6469672.7549
600222.SH,20260518,7.72,5.339,6.9408,0.7,73.8448,72.5502,2.7582,2.5204,2.4824,,0.1747,57388.6283,57388.6283,44144.5115,443040.2105,443040.2105
600223.SH,20260518,6.33,0.8409,1.8392,1.07,34.2734,38.0904,1.5089,1.7625,1.7509,0.9479,0.9479,101656.8775,101656.8775,46478.3575,643488.0346,643488.0346
600230.SH,20260518,16.99,2.6426,4.8946,0.62,227.9544,87.3023,1.7297,1.5413,1.5426,0.1236,0.1236,41396.1015,41396.1015,22349.3591,703319.7645,703319.7645
600232.SH,20260518,8.92,2.3445,4.7126,0.83,156.1364,88.8083,3.3834,2.3212,2.2245,1.1211,1.1211,36471.8544,36471.8544,18144.5093,325328.9412,325328.9412
600233.SH,20260518,19.78,0.8213,1.7116,1.45,15.663,13.9792,1.8701,0.8994,0.8794,1.8187,1.8187,342270.7238,342270.7238,164239.7188,6770114.9168,6770114.9168
600744.SH,20260518,8.2,5.0017,11.1495,0.4,204.1796,115.3972,12.9207,2.0653,2.0658,,,203112.4274,203112.4274,91117.3802,1665521.9047,1665521.9047
600746.SH,20260518,7.4,1.5431,6.1888,1.03,97.7784,132.1466,1.5858,1.4757,1.5015,0.6663,0.6663,116784.2884,116784.2884,29118.9883,864203.7342,864203.7342
600749.SH,20260518,16.06,2.9334,5.3398,0.68,156.6164,294.0036,3.5044,19.4906,19.6083,,,22696.5517,22696.5517,12468.1759,364506.6203,364506.6203
600750.SH,20260518,22.52,0.9011,1.5968,1.0,15.7872,15.7329,3.3164,3.3923,3.5156,5.3234,5.3234,63561.3289,62868.5365,35476.9329,1431401.1268,1415799.442
600751.SH,20260518,3.7,1.4876,2.935,0.65,104.2993,147.1175,1.4189,6.9609,6.0894,,,289933.7783,257318.9052,130418.0367,1072754.9797,952079.9492
600754.SH,20260518,21.74,1.9115,4.0843,1.09,25.0484,22.5867,1.4384,1.6785,1.657,1.7463,1.7463,106629.8444,90604.4063,42403.6838,2318132.8173,1969739.793
600755.SH,20260518,6.14,0.7761,1.2807,0.83,25.7829,38.3962,0.6803,0.0389,0.0371,5.4496,4.436,213762.1097,213215.8487,129208.1906,1312499.3536,1309145.311
600757.SH,20260518,8.32,0.8735,1.9995,1.18,9.9586,10.6463,0.9761,1.4259,1.4942,4.9279,4.9279,121365.0273,121349.7103,53012.2899,1009757.0271,1009629.5897
600760.SH,20260518,46.63,0.5909,1.7959,0.62,37.5809,40.6501,5.5592,2.9604,3.1906,0.8338,0.8422,283509.4714,282955.2651,93107.5484,13220046.6514,13194204.0116
600761.SH,20260518,19.35,2.1409,3.3366,0.64,14.0733,14.0304,1.5453,0.8696,0.8313,3.6176,3.6176,89069.2761,89069.2761,57150.5319,1723490.4925,1723490.4925
600763.SH,20260518,38.6,1.7543,2.6537,0.84,34.3969,34.1959,3.9054,5.9268,5.9052,1.1658,1.1658,44728.9117,44728.9117,29569.9918,1726535.9916,1726535.9916
600764.SH,20260518,22.32,0.8713,2.3336,0.95,131.5684,137.7539,1.9337,4.4853,4.459,0.2643,0.578,71062.9386,71062.9386,26532.0591,1586124.7896,1586124.7896
600765.SH,20260518,15.59,1.1258,1.7385,0.69,39.7545,42.5375,1.6871,2.3929,2.3582,0.7928,0.7928,155249.4153,155249.4153,100539.28,2420338.3845,2420338.3845
600768.SH,20260518,18.58,4.9754,7.9289,1.27,42.4161,30.4953,5.4296,2.1468,1.8512,0.8073,0.2691,13374.72,13374.72,8392.7118,248502.2976,248502.2976
600769.SH,20260518,25.66,3.4518,4.3191,0.42,505.7435,500.1425,75.9184,117.9677,117.9232,,,37497.72,37497.72,29968.6023,962191.4952,962191.4952
600770.SH,20260518,7.03,5.9047,10.5708,0.49,83.7544,69.9126,2.6884,19.3635,18.2189,,,130000.0,130000.0,72615.9262,913900.0,913900.0
600771.SH,20260518,15.73,1.7401,2.0511,1.2,122.1331,116.3144,4.5308,5.6231,5.3456,,,48949.1141,48949.1141,41525.7673,769969.5648,769969.5648
600775.SH,20260518,12.66,2.2716,3.476,0.68,1078.0384,354.0326,3.7188,4.6502,4.322,,,91383.8529,67183.8529,43905.6474,1156919.5777,850547.5777
600776.SH,20260518,16.78,2.9618,6.8997,0.57,58.859,46.0834,5.5182,8.5075,8.1922,0.3635,0.3635,125600.0064,95600.0064,41038.4512,2107568.1074,1604168.1074
600777.SH,20260518,5.97,0.25,0.9973,0.75,33.6303,53.4552,1.8303,5.5813,6.125,,,680049.5825,636615.2391,159590.8292,4059896.0075,3800592.9774
600778.SH,20260518,6.89,2.687,4.3672,1.24,162.3286,155.8513,8.4904,1.5053,1.5579,,,31149.1352,31121.4882,19147.8301,214617.5415,214427.0537
600779.SH,20260518,30.98,0.4327,1.1781,0.6,37.2094,39.0624,2.8579,4.9717,5.2175,3.1127,3.1127,48750.3198,48750.3198,17903.6978,1510284.9074,1510284.9074
600780.SH,20260518,7.12,2.8961,7.0334,0.59,12.5941,12.5227,0.9526,0.7247,0.7272,,,114650.2523,114650.2523,47208.4052,816309.7964,816309.7964
600782.SH,20260518,2.96,1.0009,1.8779,0.72,212.0287,,0.371,0.2632,0.2738,0.3377,0.3377,318402.2149,314565.2149,167653.3152,942470.5561,931113.0361
600783.SH,20260518,22.06,6.1414,18.8233,1.02,113.8235,98.3456,3.7308,189.4375,195.8321,0.3173,0.3173,74435.9294,74435.9294,24285.9527,1642056.6026,1642056.6026
600784.SH,20260518,7.93,7.6645,12.1228,3.65,31.6016,36.74,1.6134,1.5975,1.604,0.8323,0.8323,67565.2277,67565.2277,42717.3376,535792.2557,535792.2557
600785.SH,20260518,17.63,2.2929,3.9616,0.7,53.402,66.8253,1.7225,0.6661,0.6634,1.9853,1.9853,22563.128,22563.128,13059.2086,397787.9466,397787.9466
600787.SH,20260518,4.85,1.357,2.6286,1.27,19.2923,18.9852,0.7526,0.1555,0.1456,1.4465,1.4465,217007.9582,217007.9582,112027.9336,1052488.5973,1052488.5973
600313.SH,20260518,6.7,2.8538,4.7392,0.51,93.094,152.7623,3.2208,1.1695,1.155,,,116137.3969,108219.8663,65166.6375,778120.5592,725073.1042
600338.SH,20260518,21.23,6.8993,7.4664,0.8,37.9051,34.299,4.2968,7.9873,7.1768,0.2591,0.2591,91421.0168,91421.0168,84478.0672,1940868.1867,1940868.1867
600315.SH,20260518,18.51,0.8358,1.7456,0.89,46.5015,45.6485,1.7597,1.9696,1.9415,0.2102,0.2102,67222.598,67222.598,32188.2402,1244290.289,1244290.289
600486.SH,20260518,63.23,1.4121,2.4157,0.83,19.9297,20.3717,2.1597,2.159,2.1186,1.4553,1.4553,40532.5293,40398.8654,23616.2781,2562871.8276,2554420.2592
600329.SH,20260518,42.5,0.7634,1.7945,0.89,15.3584,15.0093,4.3509,6.6558,6.5757,3.0118,8.7765,77009.4356,56708.9356,24123.3828,3272901.013,2410129.763
600380.SH,20260518,10.25,1.0251,2.0083,1.0,14.0406,14.2629,1.2012,1.2324,1.2629,1.9512,1.9512,182945.3386,182945.3386,93379.9733,1875189.7207,1875189.7207
600362.SH,20260518,45.44,2.2112,5.2758,0.65,22.0676,19.6798,1.8707,0.2889,0.275,2.4086,2.4086,346272.9405,207524.7405,86976.8295,15734642.4163,9429924.2083
600582.SH,20260518,5.43,0.6636,1.6952,1.01,9.1841,15.5693,0.8627,0.7685,0.7898,5.8379,5.8379,413858.8892,413858.8892,162018.4906,2247253.7684,2247253.7684
600396.SH,20260518,15.69,15.9282,34.6979,0.82,812.3427,569.8306,15.0545,5.3096,5.1907,,,147270.6817,147270.6817,67605.3306,2310676.9959,2310676.9959
600509.SH,20260518,9.59,12.6409,19.2799,1.41,57.2852,58.6673,1.6959,1.572,1.5874,0.5735,0.5735,137439.7407,137439.7407,90112.1667,1318047.1133,1318047.1133
600328.SH,20260518,7.72,3.0184,5.5565,0.97,153.0764,,0.9555,0.998,1.029,1.5945,,146630.9533,146630.9533,79652.9346,1131990.9595,1131990.9595
600508.SH,20260518,13.78,1.2406,3.3331,1.12,45.18,52.4697,0.7808,1.2973,1.2623,2.1045,2.1045,72271.8,72271.8,26901.0667,995905.404,995905.404
600361.SH,20260518,4.35,1.5278,3.0633,0.86,20.6705,19.2174,1.424,0.2108,0.2078,1.8691,1.8691,373266.2913,373266.2913,186162.08,1623708.3672,1623708.3672
600036.SH,20260518,37.47,0.3431,0.6684,0.82,6.2923,6.2687,0.8345,2.7997,2.7735,5.3376,8.0411,2521984.5601,2062894.4429,1058737.0295,94498761.4669,77296654.7755
600596.SH,20260518,11.7,1.621,2.2651,0.77,107.5227,75.1899,1.2578,1.0797,1.0468,0.8547,0.8547,134959.7049,134959.7049,96581.7198,1579028.5473,1579028.5473
000726.SZ,20260518,6.16,2.0265,2.6599,1.36,8.484,9.345,0.5139,0.8529,0.8672,3.2455,3.2455,81752.5607,58933.6475,44898.2892,503595.7739,363031.2686
600548.SH,20260518,8.86,0.1636,1.1253,1.02,19.5636,19.0452,0.9578,2.4271,2.4303,2.754,2.754,253785.6127,171442.5983,24923.0467,2248540.5285,1518981.4209
600578.SH,20260518,7.71,3.5955,17.5566,1.36,14.6239,14.4671,2.047,1.457,1.4449,1.5564,1.5564,669462.1015,669462.1015,137100.4264,5161552.8026,5161552.8026
600468.SH,20260518,7.42,2.1218,4.8138,0.55,90.6278,97.6976,3.9586,3.6411,3.527,,,108773.5321,108773.5321,47945.0709,807099.6082,807099.6082
600428.SH,20260518,7.73,1.536,3.2684,0.92,11.9162,11.5243,1.2402,0.9138,0.8636,3.6093,3.6093,274392.0395,244528.5583,114922.3575,2121050.4653,1890205.7557
600350.SH,20260518,11.27,0.1651,1.2481,1.32,16.9972,16.8493,1.7759,2.2773,2.262,3.7267,3.7267,483457.0825,483457.0825,63933.0459,5448561.3198,5448561.3198
600556.SH,20260518,5.91,2.3925,3.9151,0.73,346.1308,514.6933,2.7875,2.7366,2.7077,0.1455,0.1455,180774.7642,180774.7642,110470.798,1068378.8564,1068378.8564
600398.SH,20260518,5.9,0.6752,1.6809,0.97,13.0824,12.9978,1.6389,1.3103,1.2822,3.0508,6.9492,480277.0296,480277.0296,192919.4365,2833634.4746,2833634.4746
600583.SH,20260518,6.31,1.1285,2.5296,1.2,13.3843,14.0758,0.9615,1.0271,1.0309,3.1854,,442135.48,442135.48,197245.4091,2789874.8788,2789874.8788
600523.SH,20260518,13.27,0.9298,1.732,0.72,27.8539,27.3209,1.6503,2.1263,2.1231,0.9947,0.9947,40431.132,40404.462,21689.7277,536521.1216,536167.2107
600566.SH,20260518,27.68,0.6827,1.7666,0.71,14.3497,14.6816,1.702,4.1024,4.3235,7.5316,7.5316,92166.226,91855.236,35495.6542,2551161.1357,2542552.9325
688727.SH,20260518,65.25,31.3624,31.3624,1.74,299.7999,308.1729,11.593,44.4968,44.4861,,,44931.96,5402.8245,5402.8245,2931810.39,352534.2986
920183.BJ,20260518,46.29,13.8796,13.8796,0.75,30.2857,30.2985,4.7264,9.4645,9.1337,,,4895.2,1124.9827,1124.9827,226598.808,52075.4492
301656.SZ,20260518,19.72,4.0152,4.0152,0.93,41.8424,55.532,4.9159,2.2913,2.2445,,,240479.091,20362.9017,20362.9017,4742247.6745,401556.4215
920020.BJ,20260518,15.6,1.0845,1.368,0.63,20.1732,19.3445,2.9348,1.3597,1.2901,,,22494.5,5560.0901,4407.74,350914.2,86737.4056
603092.SH,20260518,75.1,6.7117,6.7117,0.89,36.3077,33.4829,5.2373,5.5422,5.2796,,,40000.01,3457.1654,3457.1654,3004000.751,259633.1215
920187.BJ,20260518,35.81,3.1691,3.1691,0.77,15.1002,17.6312,1.7527,2.3005,2.3702,,,6240.0,2289.3286,2289.3286,223454.4,81980.8572
301598.SZ,20260518,66.88,4.4098,4.4098,0.87,32.6566,31.7146,3.9137,7.0011,7.0104,2.9904,2.9904,5889.7223,1754.7723,1754.7723,393904.6274,117359.1714
920158.BJ,20260518,11.7,6.6928,6.6928,1.09,42.9063,41.0772,4.5781,7.9267,7.0309,,2.1368,19961.2,5339.516,5339.516,233546.04,62472.3372
920045.BJ,20260518,561.0,5.0556,6.9927,0.79,125.3244,115.9805,33.0198,17.2347,15.8486,,,6807.1548,2012.7535,1455.1911,3818813.8428,1129154.7135
920036.BJ,20260518,51.4,21.6866,21.6866,0.86,35.3445,37.5402,4.798,3.4893,3.4467,,0.3891,5442.1827,1306.1277,1306.1277,279728.1908,67134.9638
920124.BJ,20260518,17.03,6.061,6.8477,1.34,25.5262,28.4159,2.3453,2.3145,2.3254,,,14873.3315,7653.1409,6773.9759,253292.8354,130332.9895
920160.BJ,20260518,23.68,2.1792,2.1792,0.51,34.7367,31.8885,4.7936,14.3149,13.6024,,,11328.0,2548.8,2548.8,268247.04,60355.584
301581.SZ,20260518,49.53,1.6397,3.1944,0.77,72.0049,96.8367,3.8937,4.6724,4.5464,1.4133,1.4133,8000.0,4229.45,2171.0,396240.0,209484.6585
603091.SH,20260518,85.7,2.0832,2.0832,1.03,32.9109,30.4379,3.8377,5.8195,5.6482,1.1202,1.1202,10223.8793,3144.1619,3144.1619,876186.456,269454.6748
600067.SH,20260518,3.31,1.6038,2.508,0.58,61.6809,238.7755,0.8237,0.3718,0.3833,6.5117,6.5117,139166.8739,139166.8739,88995.0903,460642.3526,460642.3526
600208.SH,20260518,4.4,0.1857,0.4302,0.05,143.3766,246.9101,0.8959,10.4309,10.9632,,,850894.08,850797.6337,367347.7791,3743933.952,3743509.5883
920112.BJ,20260518,31.14,1.7393,1.7393,1.18,18.0605,17.9405,2.8552,2.3584,2.2657,1.6057,1.6057,8485.0,2318.3,2318.3,264222.9,72191.862
301592.SZ,20260518,126.5,7.1251,7.1251,1.04,166.3085,155.4714,9.4305,19.5847,18.9181,0.5534,0.5534,7000.0,2335.8424,2335.8424,885500.0,295484.0636
301631.SZ,20260518,134.1,8.9674,8.9674,0.83,41.7722,40.33,4.5976,2.3808,2.226,0.6392,0.6392,9141.458,3113.8885,3113.8885,1225869.5178,417572.4479
603207.SH,20260518,25.46,1.4182,1.4182,0.68,19.7334,20.1051,3.5588,7.7948,7.5557,8.627,8.627,16082.0,5440.0,5440.0,409447.72,138502.4
000975.SZ,20260518,24.4,2.3101,3.5555,1.31,22.7994,18.4527,4.5451,3.9624,3.6202,1.4959,1.9659,277672.2265,252743.2146,164212.4204,6775202.3266,6166934.4362
920088.BJ,20260518,45.87,26.5429,28.2961,2.3,71.4119,86.914,5.7648,9.0488,8.7409,0.1744,0.1744,8807.15,3256.623,3054.8484,403983.9705,149381.297
603344.SH,20260518,33.6,21.8829,21.8829,1.72,37.6575,39.4683,3.0127,2.5402,2.4906,0.9226,0.9226,19453.098,5403.098,5403.098,653624.0928,181544.0928
688813.SH,20260518,136.88,21.2408,21.2408,0.96,107.2984,124.4745,12.2279,9.1448,10.0198,,,16000.0,3007.6976,3007.6976,2190080.0,411693.6475
920056.BJ,20260518,22.16,3.8678,3.8889,1.04,32.8969,31.2376,3.286,3.0291,3.0232,,,8169.17,3084.3881,3067.6881,181028.8072,68350.0403
603026.SH,20260518,99.9,5.5941,8.2262,0.74,1462.2054,71.2995,4.4714,3.4144,3.1201,,,23270.1014,23270.1014,15824.5299,2324683.1299,2324683.1299
000839.SZ,20260518,3.47,6.7907,10.6844,1.07,144.3876,155.405,8.7582,4.0935,4.0625,,,391982.6352,391982.6352,249133.8007,1360179.7441,1360179.7441
600226.SH,20260518,5.76,2.8996,4.6964,0.78,85.2699,84.5466,4.623,9.2616,7.9165,,,297438.1224,297438.1224,183637.1575,1713243.585,1713243.585
920180.BJ,20260518,15.65,3.6164,3.6164,0.59,23.7757,24.9539,2.3338,6.1283,6.2549,,,11812.3046,3566.9474,3566.9474,184862.567,55822.7268
920027.BJ,20260518,17.97,2.2397,2.2397,0.69,32.1705,28.2885,3.0694,3.9111,3.7281,0.6678,0.6678,7920.35,4220.35,4220.35,142328.6895,75839.6895
603285.SH,20260518,48.62,8.7884,8.7884,1.07,57.2661,59.3883,4.5172,12.5716,12.436,0.4114,0.4114,16000.0,6229.678,6229.678,777920.0,302886.9444
300189.SZ,20260518,5.73,4.7478,5.0072,0.57,54.7559,51.7868,8.5248,23.5516,24.6271,,,102400.0,88625.0424,84033.3899,586752.0,507821.493
920675.BJ,20260518,8.94,2.6862,4.2714,1.23,32.1696,37.7112,2.5772,2.9192,3.0866,2.2371,2.2371,17216.4,7901.787,4969.266,153914.616,70641.9758
920826.BJ,20260518,9.92,2.7438,2.8882,0.86,29.2951,28.9273,3.5628,2.211,2.1399,1.0081,1.0081,14051.5814,6247.4473,5934.9884,139391.6875,61974.6772
920212.BJ,20260518,11.9,1.1051,1.9351,0.73,119.6297,375.5909,2.9588,2.5306,2.4913,0.5042,0.5042,10610.0,5160.2263,2946.7727,126259.0,61406.693
920242.BJ,20260518,24.89,1.1097,1.4815,0.88,19.3871,19.6099,2.4023,2.1271,2.0812,1.5868,1.5868,6667.05,3766.6475,2821.4606,165942.8745,93751.8563
001376.SZ,20260518,13.64,5.1444,5.1444,0.7,31.3972,32.7128,4.9158,5.8822,5.7959,1.0968,0.3666,46090.0,21375.2813,21375.2813,628667.6,291558.8369
920344.BJ,20260518,20.7,0.7844,1.7923,0.46,490.7999,136.6155,4.0213,8.8164,8.375,,,12181.0,11372.8159,4977.5642,252146.7,235417.2891
920163.BJ,20260518,11.99,1.3515,2.3111,1.23,34.7713,31.4991,2.9871,1.8981,1.8974,0.9174,0.9174,12871.516,6068.1535,3548.616,154329.4768,72757.1605
920275.BJ,20260518,6.74,1.1852,3.1811,1.37,243.1518,284.2416,4.5962,13.9928,13.4855,0.8902,0.8902,15937.76,13191.4521,4914.9052,107420.5024,88910.3872
