ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,total_assets_2021,total_liab_2021,accounts_receivable_2021,inventory_2021,goodwill_2021,fixed_assets_2021,total_assets_2022,total_liab_2022,accounts_receivable_2022,inventory_2022,goodwill_2022,fixed_assets_2022,total_assets_2023,total_liab_2023,accounts_receivable_2023,inventory_2023,goodwill_2023,fixed_assets_2023,total_assets_2024,total_liab_2024,accounts_receivable_2024,inventory_2024,goodwill_2024,fixed_assets_2024,total_assets_2025,total_liab_2025,accounts_receivable_2025,inventory_2025,goodwill_2025,fixed_assets_2025,revenue_2021,oper_cost_2021,revenue_2022,oper_cost_2022,revenue_2023,oper_cost_2023,revenue_2024,oper_cost_2024,revenue_2025,oper_cost_2025,name
000779.SZ,20260518,8.03,2.7171,4.9763,2.09,25.0553,24.5209,0.9361,1.8126,1.7939,0.9963,0.9963,46482.9452,46477.3005,25376.7742,373258.05,373212.723,3694542894.51,1378341810.56,0.0,0.0,,0.0,4136003191.15,1581298835.19,0.0,0.0,,0.0,4502105597.89,1671342318.41,0.0,0.0,,0.0,5353299006.95,1560995427.79,0.0,0.0,,0.0,5443159336.29,1484259301.79,0.0,0.0,,0.0,1665815739.94,1153090296.83,1775851891.69,1309468230.08,1698493248.53,1139953071.03,1370363905.88,817056895.93,1414754581.63,897048836.04,甘咨询
000783.SZ,20260518,8.4,1.9134,3.3296,0.41,12.567,11.052,1.2611,4.404,4.0746,1.7857,1.7857,553007.2948,553007.2948,317795.5335,4645261.2763,4645261.2763,163561364943.93,132942012521.95,0.0,0.0,71767008.6,0.0,168179044612.66,137144724558.46,0.0,0.0,65732108.6,0.0,159712726331.93,125595833519.59,0.0,0.0,59296908.6,0.0,156121963354.77,118205270047.82,0.0,0.0,52921408.6,0.0,191543567368.96,149848621835.97,0.0,0.0,32882308.6,0.0,6648061923.24,,4112096184.53,,5148878187.15,,4803921684.21,,8486456252.21,,长江证券
000786.SZ,20260518,24.61,0.7412,1.3356,0.85,14.4138,14.6068,1.4995,1.6571,1.6625,3.4885,3.4885,170223.6042,168950.7842,93756.9604,4189202.8994,4157878.7992,25783594145.12,7042116210.25,0.0,0.0,385597002.85,0.0,28729864856.91,8068128843.52,0.0,0.0,395492907.82,0.0,30314537810.56,7243397133.06,0.0,0.0,389033617.07,0.0,36351622265.45,10162970035.71,0.0,0.0,2391054371.44,0.0,36776751805.07,8735531397.2,0.0,0.0,2392883898.14,0.0,15922694060.85,10858841042.94,15310328264.76,10750596211.33,17049187955.16,11798634828.83,20363617126.41,14121475649.37,19905388724.09,14027111186.76,北新建材
000788.SZ,20260518,5.65,2.5054,3.6695,0.4,40.6275,52.419,2.2619,2.2716,2.8174,1.0619,4.0354,59598.7425,59598.7425,40691.1875,336732.8951,336732.8951,2390098431.34,1043107302.87,0.0,0.0,,0.0,2528981527.31,1162297366.5,0.0,0.0,,0.0,2467703471.44,1044536229.84,0.0,0.0,,0.0,2327826491.93,791597294.77,0.0,0.0,,0.0,2098889962.12,484559854.91,0.0,0.0,,0.0,1693912427.73,967990691.45,1556984364.28,969006620.25,1655471575.84,1105890776.61,1534330245.12,1108500741.03,1231193296.53,898422808.9,北大医药
000789.SZ,20260518,4.78,0.4282,0.8452,0.81,131.3586,,0.5907,0.8367,0.8863,2.9867,2.9867,79740.8352,79740.8352,40402.2948,381161.1923,381161.1923,16643462616.19,6443326340.29,0.0,0.0,249033109.32,0.0,17672992761.43,7017883609.41,0.0,0.0,115175601.86,0.0,16633530373.2,6174296781.39,0.0,0.0,111054375.91,0.0,16396875804.8,6079584285.57,0.0,0.0,94471213.97,0.0,15799383066.65,5856496720.29,0.0,0.0,83319513.97,0.0,9634385551.03,7150205487.28,8386488701.98,6865779885.07,5985125478.81,4836301897.82,4018003129.15,3430158379.8,3327706983.75,2806398884.88,万年青
000792.SZ,20260518,33.35,1.7316,2.6449,0.77,20.8216,17.038,3.9484,11.3845,9.3798,,,529157.2541,529152.5371,346420.7773,17647394.4242,17647237.1123,25815904473.22,15304563449.98,0.0,0.0,3928667.24,0.0,43209078880.92,15990874488.23,0.0,0.0,3928667.24,0.0,50121338778.69,15804050905.45,0.0,0.0,3928667.24,0.0,49664329057.9,11560565760.27,0.0,0.0,3928667.24,0.0,50973854563.78,7123300582.79,0.0,0.0,3928667.24,0.0,10798597233.12,4108258481.17,23542014733.46,4683934861.0,15789985586.75,6769681249.02,10448582090.68,4758156250.55,11110592457.36,4535207060.96,盐湖股份
000795.SZ,20260518,9.22,1.1227,2.2102,0.62,41.8167,41.7308,3.8442,2.691,2.5963,2.7507,2.7507,113368.4103,113368.2416,57589.9553,1045256.743,1045255.1876,4398700827.56,1839169665.15,0.0,0.0,,0.0,4969120543.85,2320542172.69,0.0,0.0,,0.0,5111831906.52,2431295188.76,0.0,0.0,,0.0,3904806189.61,1200584612.1,0.0,0.0,,0.0,4118385520.9,1503498961.26,0.0,0.0,,0.0,2599811239.81,2136741836.91,3554122920.52,2901276528.83,2814562440.91,2346178557.36,2867396793.93,2300256194.06,2726900701.26,2189020463.21,英洛华
000796.SZ,20260518,4.74,2.5731,3.0258,0.73,271.4858,215.0754,8.3693,9.51,8.8932,,,160378.8916,133076.1935,113165.9448,760195.9462,630781.1572,4148833890.89,3121087067.77,0.0,0.0,174134489.71,0.0,3272097061.66,2983561188.46,0.0,0.0,130516484.72,0.0,2481627611.92,3350160845.41,0.0,0.0,,0.0,1989297854.8,1021184603.64,0.0,0.0,,0.0,1929848830.03,967957363.52,0.0,0.0,15338697.2,0.0,780006762.81,615729547.19,285380910.96,243940705.76,482995852.47,374976268.01,507528524.34,395690029.9,540638535.14,418630787.72,凯撒旅业
000798.SZ,20260518,9.06,1.4359,2.9714,0.76,39.5763,45.0019,8.1839,0.7634,0.7645,,,36585.8712,36583.6212,17679.0466,331467.9931,331447.6081,1052605329.91,432481292.07,0.0,0.0,,0.0,1406210576.07,400568127.58,0.0,0.0,,0.0,5322586340.99,3573339727.72,0.0,0.0,,0.0,6713867451.37,5028908648.11,0.0,0.0,,0.0,5881202058.54,4216180258.1,0.0,0.0,,0.0,335893293.43,363262397.55,489229851.25,428851333.36,2780768063.85,2715298842.11,3248601459.24,3134462240.92,2966898574.87,2815318849.39,中水渔业
000800.SZ,20260518,6.18,0.5305,2.427,1.62,41.976,38.2655,1.1483,0.4852,0.4532,0.8091,0.8091,492128.0975,492083.8183,107568.8282,3041351.6426,3041077.9971,85721835558.01,59793653842.75,0.0,0.0,,0.0,64427028086.67,41725776635.64,0.0,0.0,,0.0,74338437400.22,50213379755.1,0.0,0.0,,0.0,70798106861.52,46649773856.52,0.0,0.0,,0.0,76195233089.08,49461724738.47,0.0,0.0,,0.0,88601476202.19,80576423462.1,30454982764.15,28341777099.46,48122970612.05,44532698266.93,45135361113.17,42104178625.32,43995870260.9,41620052194.75,一汽解放
000801.SZ,20260518,13.33,1.4853,2.8523,0.76,75.6212,78.7132,4.3489,3.2949,3.1464,0.755,0.755,101632.4759,101596.8143,52906.0855,1354760.9037,1354285.5346,5292510488.5,2399730896.79,0.0,0.0,,0.0,5659547485.16,2613793955.32,0.0,0.0,0.0,0.0,6333228601.04,3153634863.73,0.0,0.0,,0.0,6780600580.67,3492529546.16,0.0,0.0,,0.0,7327737256.07,4051875854.23,0.0,0.0,,0.0,2508734625.3,2021100986.62,2762821432.86,2163264639.38,2828423058.4,2167054767.78,2722174519.0,2113472429.09,2829895480.64,2256353466.22,四川九洲
000803.SZ,20260518,8.4,2.2975,3.3362,0.67,129.2762,85.5728,2.6296,2.7077,2.7273,,,46629.6153,45978.778,31664.5457,391688.7685,386221.7352,2458042279.96,1212828753.34,0.0,0.0,375360425.86,0.0,4233922165.95,2743660540.78,0.0,0.0,398827154.38,0.0,5761859453.04,4289974784.2,0.0,0.0,590464437.66,0.0,5211070291.62,3791191624.57,0.0,0.0,590464437.66,0.0,5218681963.04,3732579991.24,0.0,0.0,571491191.89,0.0,338197999.33,224903154.46,1155151687.02,855161786.98,1532823271.55,1274077295.26,1041351644.27,848535972.14,1036154620.46,800235350.64,山高环能
